event_cause,corridor,priority,requires_road_closure,police_station,hour_of_day,day_of_week,is_peak_hour,duration_min
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,10,3,0,47.135134183333335
pot_holes,Non-corridor,Low,1,Basavanagudi,5,3,0,226.26411701666663
vehicle_breakdown,Hosur Road,High,0,Madiwala,21,2,0,12.6312672
vehicle_breakdown,Bannerghata Road,High,0,Mico Layout,8,3,1,27.85295405
vehicle_breakdown,ORR North 1,High,0,Banaswadi,5,3,0,126.05797051666669
vehicle_breakdown,Non-corridor,Low,0,K.R. Pura,19,3,1,15.905597883333334
water_logging,Old Madras Road,High,0,Cubbon Park,4,1,0,48.38724398333333
vehicle_breakdown,Hosur Road,High,0,Hulimavu,4,1,0,79.27560286666667
vehicle_breakdown,Bellary Road 1,High,1,Hebbala,20,6,0,83.15135861666666
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,13,5,0,49.60811926666667
vehicle_breakdown,Non-corridor,Low,1,Sheshadripuram,19,5,1,76.5535792
vehicle_breakdown,Mysore Road,High,0,Chamarajpet,6,2,0,9.021378633333336
others,Non-corridor,Low,0,Wilson Garden,7,1,1,19.3046751
vehicle_breakdown,ORR North 2,High,0,Jalahalli,0,5,0,29.89324733333333
vehicle_breakdown,Non-corridor,Low,0,Jalahalli,5,6,0,10.431269066666664
vehicle_breakdown,Bellary Road 1,High,0,Kodigehalli,6,6,0,25.451136216666665
road_conditions,Airport New South Road,High,0,Hennuru,19,0,1,413.53389055
vehicle_breakdown,ORR North 1,High,0,Banaswadi,7,4,1,33.73741513333333
vehicle_breakdown,Mysore Road,High,0,Byatarayanapura,20,0,0,36.38478976666667
vehicle_breakdown,ORR East 1,High,0,HAL Old Airport,19,0,1,29.68307105
vehicle_breakdown,Non-corridor,Low,0,Ashok Nagar,22,0,0,80.54814843333334
vehicle_breakdown,CBD 2,High,0,Cubbon Park,22,4,0,76.97170356666668
vehicle_breakdown,Non-corridor,Low,0,Bellandur,0,5,0,26.941963933333334
vehicle_breakdown,Non-corridor,Low,0,Sheshadripuram,7,2,1,4.77378955
vehicle_breakdown,Magadi Road,High,0,Kamakshipalya,23,5,0,72.26638113333334
vehicle_breakdown,Old Airport Road,High,0,Halasur,5,2,0,144.85944098333331
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,21,6,0,40.299746033333335
others,Mysore Road,High,0,Kengeri,3,4,0,119.54685436666666
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,21,3,0,38.45392828333333
others,Magadi Road,High,0,Kamakshipalya,4,6,0,156.8681104
vehicle_breakdown,Non-corridor,Low,0,K.R. Pura,17,2,1,58.84397311666667
vehicle_breakdown,ORR North 1,High,0,Banaswadi,0,0,0,102.31517605
vehicle_breakdown,Airport New South Road,High,0,K.G. Halli,2,2,0,107.1355658
vehicle_breakdown,Non-corridor,Low,0,Upparpet,2,6,0,52.04973218333334
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,0,6,0,18.16507383333333
vehicle_breakdown,Mysore Road,High,0,Chamarajpet,23,6,0,60.74641678333333
vehicle_breakdown,Mysore Road,High,0,Byatarayanapura,18,4,1,15.771933
others,Magadi Road,High,0,Kamakshipalya,0,6,0,222.83057628333333
vehicle_breakdown,Non-corridor,Low,0,Jnanabharathi,5,2,0,52.88396848333333
vehicle_breakdown,Varthur Road,High,0,HAL Old Airport,21,3,0,98.82358633333334
others,West of Chord Road,High,0,Byatarayanapura,0,4,0,4.119737566666667
vehicle_breakdown,ORR North 1,High,0,Hebbala,2,3,0,18.84050655
vehicle_breakdown,CBD 1,High,0,Shivajinagar,6,4,0,13.161401233333333
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,4,6,0,45.30445895
procession,Hennur Main Road,High,0,Hennuru,5,0,0,104.52003925
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,23,5,0,86.21060556666666
others,Non-corridor,Low,0,K.R. Pura,4,0,0,192.62937578333333
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,8,1,1,71.66695605
vehicle_breakdown,Bellary Road 2,High,0,Chikkajala,22,2,0,29.472658016666667
others,Non-corridor,Low,0,Mahadevapura,3,5,0,98.94985726666668
vehicle_breakdown,Bannerghata Road,High,0,Mico Layout,5,4,0,22.181698200000003
vehicle_breakdown,Bellary Road 1,High,0,High ground,21,1,0,69.32987603333332
pot_holes,West of Chord Road,High,0,Magadi Road,0,6,0,27.686432716666665
vehicle_breakdown,Tumkur Road,High,1,Yeshwanthpura,5,4,0,22.866417416666664
vehicle_breakdown,CBD 2,High,0,Cubbon Park,0,4,0,97.3695523
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,18,2,1,40.3799524
vehicle_breakdown,Non-corridor,Low,0,V.V.Puram (C.Pet),4,4,0,76.29404848333334
vehicle_breakdown,Mysore Road,High,0,Chamarajpet,19,5,1,22.22487305
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,3,0,0,7.330868683333334
vehicle_breakdown,ORR North 2,High,0,Kodigehalli,0,6,0,49.33388356666667
vehicle_breakdown,Non-corridor,Low,0,Jayanagara,21,6,0,56.05031413333334
vehicle_breakdown,Old Airport Road,High,0,Jeevanbheemanagar,5,1,0,113.27622685
road_conditions,Bannerghata Road,High,0,Mico Layout,6,1,0,41.26528335
vehicle_breakdown,Mysore Road,High,1,Halasuru Gate,23,3,0,111.6212591
vehicle_breakdown,Non-corridor,Low,0,Banashankari,6,4,0,19.4802817
vehicle_breakdown,ORR West 1,High,0,Banashankari,5,2,0,57.282264366666666
vehicle_breakdown,Mysore Road,High,0,Ashok Nagar,5,2,0,57.07676813333333
accident,Bellary Road 2,High,0,Yelahanka,18,1,1,65.95049823333333
vehicle_breakdown,Tumkur Road,High,0,Peenya,23,4,0,28.267420583333333
vehicle_breakdown,ORR North 1,High,0,Hebbala,23,5,0,36.747132416666666
vehicle_breakdown,Non-corridor,Low,0,Jnanabharathi,21,0,0,112.37712826666666
others,Old Airport Road,High,0,HAL Old Airport,5,2,0,66.22507335
vehicle_breakdown,CBD 2,High,0,Cubbon Park,22,6,0,24.567187016666665
vehicle_breakdown,Mysore Road,High,0,Chamarajpet,8,2,1,102.3569732
vehicle_breakdown,Non-corridor,Low,0,Jalahalli,21,3,0,45.277387833333336
vehicle_breakdown,Non-corridor,Low,0,Cubbon Park,7,6,1,99.42997705
vehicle_breakdown,Non-corridor,Low,0,Kamakshipalya,3,1,0,13.267902833333332
water_logging,ORR East 1,High,0,HAL Old Airport,23,3,0,49.972616783333336
vehicle_breakdown,Tumkur Road,Low,0,Jnanabharathi,6,0,0,96.69552313333334
vehicle_breakdown,Tumkur Road,High,0,Peenya,8,2,1,14.710999483333334
vehicle_breakdown,ORR East 1,High,0,HSR Layout,23,4,0,120.9917747
pot_holes,ORR West 1,High,0,J.P. Nagar,20,5,0,109.2543058
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,4,5,0,53.13025051666667
vehicle_breakdown,Bellary Road 2,High,0,Yelahanka,22,2,0,97.11143675
vehicle_breakdown,CBD 2,High,0,Cubbon Park,19,6,1,83.6431582
vehicle_breakdown,Magadi Road,High,0,Kamakshipalya,2,5,0,23.66387493333333
vehicle_breakdown,CBD 2,High,0,Cubbon Park,4,0,0,25.8682946
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,8,0,1,50.01750633333334
vehicle_breakdown,Bellary Road 1,High,0,High ground,22,0,0,27.20697725
others,Non-corridor,Low,0,Wilson Garden,7,3,1,9.63680495
others,Non-corridor,Low,0,Upparpet,1,2,0,12.775447683333336
vehicle_breakdown,Mysore Road,High,0,Byatarayanapura,0,6,0,19.0847936
pot_holes,Non-corridor,Low,0,Whitefield,22,3,0,18.3650141
vehicle_breakdown,Non-corridor,Low,0,R.T. Nagar,1,6,0,68.46058618333333
vehicle_breakdown,Non-corridor,Low,0,Electronic City,19,2,1,92.9306516
vehicle_breakdown,ORR East 1,High,0,HAL Old Airport,3,1,0,66.10421948333334
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,10,6,0,12.875058366666668
vehicle_breakdown,ORR North 2,High,0,Jalahalli,5,5,0,24.6922743
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,18,3,1,3.10067255
vehicle_breakdown,Old Airport Road,High,0,Jeevanbheemanagar,5,3,0,28.37677448333333
vehicle_breakdown,Non-corridor,Low,0,K.R. Pura,8,2,1,42.71937091666667
vehicle_breakdown,Non-corridor,Low,0,Chikkabanavara,21,2,0,14.4955594
vehicle_breakdown,ORR North 2,High,0,Jalahalli,5,3,0,23.54380595
pot_holes,Non-corridor,Low,0,Whitefield,22,3,0,19.20661473333333
vehicle_breakdown,Mysore Road,High,0,Chamarajpet,3,2,0,34.048471166666666
vehicle_breakdown,Non-corridor,Low,0,K.R. Pura,22,2,0,34.47710638333333
vehicle_breakdown,ORR East 1,High,0,HAL Old Airport,20,0,0,40.835751566666666
vehicle_breakdown,Magadi Road,High,0,Kamakshipalya,20,2,0,106.48373361666668
vehicle_breakdown,Non-corridor,Low,1,Wilson Garden,1,1,0,13.914063633333337
vehicle_breakdown,Old Madras Road,High,0,Halasur,18,5,1,55.235213316666666
others,ORR East 1,High,0,HAL Old Airport,19,0,1,99.96852326666666
vehicle_breakdown,Non-corridor,Low,0,Malleshwaram,5,5,0,70.00693796666665
vehicle_breakdown,Mysore Road,High,0,Byatarayanapura,21,2,0,45.96836663333333
accident,Old Madras Road,High,0,Jeevanbheemanagar,6,1,0,65.42554686666666
vehicle_breakdown,West of Chord Road,High,0,Vijayanagara,1,0,0,115.28882806666668
others,Bannerghata Road,High,0,Hulimavu,7,4,1,28.348933666666667
vehicle_breakdown,ORR North 1,High,1,Banaswadi,19,4,1,130.6786535
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,22,3,0,47.03375918333334
vehicle_breakdown,ORR North 1,High,0,Banaswadi,21,3,0,74.82553706666666
vehicle_breakdown,Tumkur Road,High,0,Peenya,3,4,0,52.713643133333335
vehicle_breakdown,Non-corridor,Low,0,Pulikeshinagar(F.Town),6,3,0,7.642841166666667
vehicle_breakdown,West of Chord Road,High,0,Byatarayanapura,21,2,0,22.82533031666667
vehicle_breakdown,Non-corridor,Low,0,Bellandur,21,3,0,147.50678613333332
vehicle_breakdown,ORR North 2,High,0,Yeshwanthpura,8,6,1,89.7169197
vehicle_breakdown,Non-corridor,Low,0,K.R. Pura,19,0,1,31.711534466666667
vehicle_breakdown,ORR East 1,High,0,HAL Old Airport,6,4,0,18.49158505
vehicle_breakdown,Magadi Road,High,0,Kamakshipalya,1,4,0,53.36274408333334
vehicle_breakdown,Varthur Road,High,0,Whitefield,5,6,0,17.611252466666667
vehicle_breakdown,Non-corridor,Low,0,Jayanagara,0,4,0,129.54430614999998
vehicle_breakdown,Hosur Road,High,0,Ashok Nagar,4,3,0,10.165711216666669
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,0,1,0,15.214015783333334
vehicle_breakdown,Non-corridor,Low,0,Yelahanka,6,3,0,27.73739315
vehicle_breakdown,Old Madras Road,High,0,Shivajinagar,20,3,0,64.23054711666667
vehicle_breakdown,CBD 2,High,0,Cubbon Park,22,3,0,11.7920497
accident,Non-corridor,Low,0,Yelahanka,5,1,0,36.671183766666665
pot_holes,Non-corridor,Low,0,Upparpet,22,1,0,97.88214631666666
vehicle_breakdown,Old Madras Road,High,0,Jeevanbheemanagar,19,5,1,35.37574233333333
vehicle_breakdown,Hosur Road,High,0,Adugodi,6,1,0,131.09396868333334
tree_fall,Non-corridor,Low,0,Adugodi,3,2,0,16.442733933333333
vehicle_breakdown,Non-corridor,Low,0,Yelahanka,23,1,0,63.735437633333326
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,20,4,0,10.109160483333334
vehicle_breakdown,Hosur Road,High,0,Madiwala,4,6,0,15.520445366666667
vehicle_breakdown,Bannerghata Road,High,0,Hulimavu,8,2,1,16.992135533333332
vehicle_breakdown,Non-corridor,Low,0,Electronic City,2,6,0,16.351039883333335
vehicle_breakdown,Non-corridor,Low,0,Jnanabharathi,21,5,0,126.80761521666666
vehicle_breakdown,Non-corridor,Low,0,Sadashivanagar,20,2,0,32.26246835
vehicle_breakdown,ORR North 2,High,0,Jalahalli,6,6,0,24.984949416666662
vehicle_breakdown,Tumkur Road,High,0,Peenya,23,6,0,71.25627258333334
accident,Hosur Road,High,0,Electronic City,18,3,1,116.71515605
water_logging,Non-corridor,Low,0,Wilson Garden,9,4,1,16.5208074
vehicle_breakdown,Non-corridor,Low,0,Jnanabharathi,0,2,0,75.91999933333334
vehicle_breakdown,Bellary Road 1,High,0,R.T. Nagar,6,1,0,12.881734533333336
accident,Non-corridor,Low,0,V.V.Puram (C.Pet),1,0,0,31.81484378333333
vehicle_breakdown,ORR North 2,High,0,Jalahalli,20,0,0,13.388208883333334
vehicle_breakdown,Bellary Road 2,High,0,Yelahanka,18,1,1,24.362505416666668
vehicle_breakdown,Bellary Road 2,High,0,Yelahanka,21,1,0,38.233425366666665
vehicle_breakdown,Tumkur Road,High,0,Peenya,3,2,0,43.36787996666667
vehicle_breakdown,Non-corridor,Low,0,Malleshwaram,9,2,1,78.58230435
vehicle_breakdown,Magadi Road,High,0,Kamakshipalya,4,2,0,33.101952716666666
vehicle_breakdown,Bellary Road 2,High,0,Yelahanka,20,2,0,102.53794968333334
vehicle_breakdown,ORR North 2,High,0,Jalahalli,22,4,0,83.04273458333334
vehicle_breakdown,Non-corridor,Low,0,Peenya,21,3,0,74.80607221666668
others,Non-corridor,Low,0,Jnanabharathi,22,0,0,19.413640933333333
vehicle_breakdown,Mysore Road,High,0,Byatarayanapura,6,3,0,9.4180207
vehicle_breakdown,ORR East 2,High,0,HAL Old Airport,18,1,1,25.358829383333333
vehicle_breakdown,Non-corridor,Low,0,Halasuru Gate,4,4,0,9.7192566
vehicle_breakdown,Non-corridor,Low,0,Pulikeshinagar(F.Town),22,1,0,41.06278635
vehicle_breakdown,Non-corridor,Low,0,Jnanabharathi,1,6,0,39.72012806666667
vehicle_breakdown,Non-corridor,Low,0,Whitefield,5,3,0,81.11977473333333
accident,Bellary Road 2,High,0,Chikkajala,8,3,1,61.258163683333336
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,2,2,0,77.87683966666667
vehicle_breakdown,Mysore Road,High,0,Ashok Nagar,4,3,0,123.62687971666666
others,Mysore Road,High,0,Byatarayanapura,19,3,1,210.75325715
vehicle_breakdown,Mysore Road,High,0,Ashok Nagar,4,5,0,58.50245235
vehicle_breakdown,Bannerghata Road,High,0,Jayanagara,6,1,0,35.7911427
tree_fall,Non-corridor,Low,1,Basavanagudi,23,3,0,61.79462865
vehicle_breakdown,Non-corridor,Low,0,Halasur,7,2,1,22.930431433333336
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,2,2,0,115.132901
vehicle_breakdown,ORR East 1,High,0,HAL Old Airport,21,3,0,24.52389155
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,0,3,0,79.15418580000001
vehicle_breakdown,Non-corridor,Low,0,Yeshwanthpura,6,0,0,76.08330763333333
construction,Non-corridor,Low,0,Mahadevapura,20,2,0,46.82045858333333
vehicle_breakdown,Non-corridor,Low,0,Jalahalli,19,0,1,4.56995985
vehicle_breakdown,Non-corridor,Low,0,Jalahalli,1,0,0,126.8133991
water_logging,ORR North 1,High,0,Mahadevapura,6,4,0,80.64387239999999
vehicle_breakdown,ORR North 2,High,0,Jalahalli,18,4,1,41.89284255
accident,Bellary Road 1,High,0,Hebbala,4,1,0,16.25948615
vehicle_breakdown,Non-corridor,Low,0,K.S. Layout,4,0,0,119.41805865
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,19,6,1,50.51885516666667
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,23,0,0,26.211784233333333
vehicle_breakdown,Hosur Road,High,0,Electronic City,20,0,0,54.72725916666666
vehicle_breakdown,Non-corridor,Low,0,K.R. Pura,0,4,0,120.12128181666668
vehicle_breakdown,Non-corridor,Low,0,Upparpet,21,5,0,33.299465850000004
others,Non-corridor,Low,0,J.P. Nagar,5,5,0,95.37588738333334
vehicle_breakdown,Hosur Road,High,0,Madiwala,21,6,0,114.57613495
vehicle_breakdown,Bellary Road 1,High,0,High ground,8,3,1,20.757847583333334
vehicle_breakdown,Bellary Road 1,High,0,High ground,4,4,0,48.4159136
accident,Bellary Road 2,High,0,Hebbala,19,3,1,61.2137216
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,18,4,1,48.2565839
vehicle_breakdown,Non-corridor,Low,0,K.S. Layout,5,6,0,16.589146799999998
road_conditions,Non-corridor,Low,0,Banashankari,0,4,0,1.6786465666666668
vehicle_breakdown,Bellary Road 1,High,0,Cubbon Park,2,3,0,30.95979018333333
vehicle_breakdown,Old Airport Road,High,0,Jeevanbheemanagar,5,4,0,63.47326641666667
tree_fall,ORR West 1,High,0,Banashankari,8,4,1,72.61775473333334
vehicle_breakdown,ORR East 1,High,0,HAL Old Airport,23,3,0,19.115834
vehicle_breakdown,Non-corridor,Low,0,Peenya,21,3,0,137.26294234999995
vehicle_breakdown,Bellary Road 2,High,0,Yelahanka,0,3,0,1.8602064833333327
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,22,6,0,46.37537601666667
vehicle_breakdown,Bannerghata Road,High,0,Mico Layout,2,6,0,61.72527071666666
vehicle_breakdown,Non-corridor,Low,0,Thalagattapura,21,0,0,62.614986433333335
vehicle_breakdown,Non-corridor,Low,0,Banaswadi,8,3,1,76.8051597
vehicle_breakdown,Mysore Road,High,0,Chamarajpet,23,4,0,31.87520885
vehicle_breakdown,Non-corridor,Low,0,K.S. Layout,9,6,1,69.26106918333333
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,6,2,0,36.63884388333334
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,4,4,0,36.74255311666666
tree_fall,Non-corridor,Low,1,Jnanabharathi,7,4,1,105.48940756666666
vehicle_breakdown,ORR North 2,High,0,Jalahalli,10,4,0,9.129387033333334
vehicle_breakdown,ORR West 1,High,0,Byatarayanapura,22,3,0,12.721911633333333
vehicle_breakdown,Non-corridor,Low,0,Halasur,5,2,0,38.4014269
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,23,3,0,84.45260125
vehicle_breakdown,Mysore Road,High,0,Chamarajpet,1,5,0,37.45476503333334
others,Tumkur Road,High,0,Peenya,3,3,0,243.29029311666667
others,ORR West 1,High,0,K.S. Layout,0,6,0,13.282436566666666
vehicle_breakdown,Non-corridor,Low,0,Halasur,0,4,0,29.7505507
vehicle_breakdown,Bellary Road 2,High,0,Chikkajala,5,6,0,61.77776111666667
others,Hosur Road,High,0,Madiwala,18,3,1,26.72452003333333
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,5,4,0,51.75960268333333
vehicle_breakdown,ORR East 2,High,0,HAL Old Airport,22,1,0,102.76117878333334
vehicle_breakdown,Mysore Road,High,0,Chamarajpet,19,1,1,97.20824538333332
vehicle_breakdown,Bellary Road 2,High,0,Yelahanka,7,3,1,103.64486746666668
vehicle_breakdown,Non-corridor,Low,0,Chamarajpet,4,3,0,15.77857665
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,1,2,0,59.305708083333336
water_logging,ORR West 1,High,0,J.P. Nagar,6,3,0,118.58968551666666
others,Bellary Road 1,High,0,Sadashivanagar,1,3,0,406.3289395
vehicle_breakdown,Bellary Road 2,High,0,Yelahanka,21,1,0,29.770767616666667
others,Non-corridor,Low,0,K.R. Pura,20,6,0,139.68356741666668
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,5,4,0,30.63011775
vehicle_breakdown,Non-corridor,Low,0,Peenya,21,6,0,102.04546606666666
vehicle_breakdown,Non-corridor,Low,0,Upparpet,4,5,0,22.188365633333333
others,Non-corridor,Low,0,Upparpet,6,4,0,136.34130586666666
vehicle_breakdown,Non-corridor,Low,0,K.R. Pura,20,1,0,61.508581766666666
vehicle_breakdown,Bellary Road 1,High,0,Kodigehalli,19,1,1,25.9639683
vehicle_breakdown,Non-corridor,Low,0,Peenya,8,4,1,31.049118983333337
pot_holes,CBD 2,High,0,Cubbon Park,7,2,1,1.5017334166666667
vehicle_breakdown,Non-corridor,Low,0,Electronic City,7,1,1,86.67813828333333
others,Bellary Road 1,High,0,Sadashivanagar,8,5,1,27.545034283333333
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,3,0,0,3.5625392166666665
vehicle_breakdown,Non-corridor,Low,0,Mahadevapura,19,0,1,99.16390298333334
vehicle_breakdown,Non-corridor,Low,0,Kamakshipalya,2,6,0,17.285524333333335
vehicle_breakdown,Airport New South Road,High,0,Banaswadi,2,6,0,54.71060688333333
vehicle_breakdown,West of Chord Road,High,0,Vijayanagara,0,2,0,44.18835605
vehicle_breakdown,ORR North 2,High,0,Jalahalli,21,2,0,15.546527383333334
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,7,3,1,90.95093136666668
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,8,1,1,70.84477651666666
vehicle_breakdown,Non-corridor,Low,0,Sheshadripuram,2,1,0,69.81026415
vehicle_breakdown,Old Madras Road,High,0,Jeevanbheemanagar,5,5,0,18.52816173333333
vehicle_breakdown,Mysore Road,High,0,Byatarayanapura,21,3,0,2.1127926833333333
vehicle_breakdown,Non-corridor,Low,0,Mahadevapura,4,6,0,4.059924333333333
vehicle_breakdown,ORR West 1,High,0,Banashankari,21,1,0,113.1355069
vehicle_breakdown,Non-corridor,Low,0,K.R. Pura,21,0,0,43.03527413333334
vehicle_breakdown,ORR North 2,High,1,Jalahalli,17,3,1,62.10023035
vehicle_breakdown,Non-corridor,Low,0,Magadi Road,2,3,0,16.363326316666665
vehicle_breakdown,Tumkur Road,High,0,Peenya,2,1,0,14.798998433333333
vehicle_breakdown,ORR North 2,High,0,Jalahalli,0,2,0,26.215256266666664
vehicle_breakdown,Bellary Road 1,High,0,R.T. Nagar,6,4,0,111.53120048333334
vehicle_breakdown,ORR East 1,High,0,Bellandur,8,2,1,3.437997633333333
vehicle_breakdown,Non-corridor,Low,0,Jnanabharathi,20,3,0,134.75408208333334
pot_holes,Bellary Road 1,High,1,Kodigehalli,12,6,0,285.07037575
vehicle_breakdown,Old Madras Road,High,0,Jeevanbheemanagar,20,4,0,3.7787415666666666
vehicle_breakdown,Non-corridor,Low,0,K.G. Halli,1,3,0,29.942643966666665
vehicle_breakdown,Non-corridor,Low,0,Mahadevapura,18,6,1,168.7313624
accident,Non-corridor,Low,0,K.R. Pura,3,6,0,61.85042823333333
water_logging,Mysore Road,High,1,Halasuru Gate,7,5,1,32.478422933333334
vehicle_breakdown,Mysore Road,High,0,Byatarayanapura,21,1,0,107.36787663333332
vehicle_breakdown,Non-corridor,Low,0,Wilson Garden,3,0,0,131.94412271666667
vehicle_breakdown,Bellary Road 1,High,1,Sadashivanagar,20,4,0,37.30351836666667
vehicle_breakdown,Bellary Road 2,High,0,Yelahanka,12,0,0,43.00044726666667
vehicle_breakdown,Non-corridor,Low,0,K.R. Pura,5,4,0,1.8039698333333332
water_logging,Non-corridor,Low,0,Electronic City,7,0,1,34.769885716666664
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,22,3,0,14.07579545
accident,Bellary Road 1,High,0,Hebbala,19,5,1,47.1991773
vehicle_breakdown,ORR North 1,High,0,Hebbala,0,1,0,18.83665193333333
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,20,1,0,26.8771284
vehicle_breakdown,Non-corridor,Low,0,K.G. Halli,4,5,0,32.11716358333334
vehicle_breakdown,Mysore Road,High,0,Byatarayanapura,19,0,1,34.983110116666666
others,Bellary Road 1,High,0,High ground,22,4,0,452.1203694833333
congestion,Non-corridor,Low,0,Mico Layout,4,2,0,115.82626488333334
vehicle_breakdown,ORR West 1,High,0,Banashankari,5,2,0,146.17011165
congestion,Old Airport Road,High,0,Jeevanbheemanagar,6,2,0,1.56152965
vehicle_breakdown,Non-corridor,Low,0,K.R. Pura,13,2,0,44.05130068333334
vehicle_breakdown,Varthur Road,High,0,HAL Old Airport,6,1,0,53.12340725
vehicle_breakdown,ORR East 1,High,0,HAL Old Airport,5,4,0,78.02181971666667
water_logging,Non-corridor,Low,0,Jayanagara,20,0,0,121.41991448333332
others,Non-corridor,Low,0,Whitefield,10,5,0,567.0433455166666
vehicle_breakdown,Airport New South Road,High,0,K.G. Halli,22,4,0,19.595001083333333
others,Mysore Road,High,0,Byatarayanapura,23,2,0,15.3042995
vehicle_breakdown,ORR East 1,High,0,Bellandur,18,1,1,32.482557983333336
vehicle_breakdown,Hosur Road,High,0,HSR Layout,5,5,0,15.76206795
vehicle_breakdown,Non-corridor,Low,0,Whitefield,0,0,0,45.618598600000006
vehicle_breakdown,Non-corridor,Low,0,Mico Layout,2,3,0,73.55559968333334
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,2,1,0,47.98083691666667
vehicle_breakdown,Non-corridor,Low,0,Bellandur,8,3,1,2.7855397
vehicle_breakdown,ORR East 1,High,0,HAL Old Airport,19,3,1,13.849933383333331
vehicle_breakdown,Non-corridor,Low,1,Sheshadripuram,6,1,0,24.017026933333334
vehicle_breakdown,Non-corridor,Low,0,Halasuru Gate,3,2,0,104.66418203333332
vehicle_breakdown,Airport New South Road,High,0,Hennuru,23,4,0,22.40985058333333
vehicle_breakdown,ORR North 1,High,0,Mahadevapura,4,4,0,124.13244701666667
vehicle_breakdown,ORR West 1,High,0,J.P. Nagar,0,5,0,20.211203416666667
vehicle_breakdown,Varthur Road,High,0,HAL Old Airport,4,3,0,14.215710583333331
vehicle_breakdown,Non-corridor,Low,0,Jnanabharathi,22,2,0,12.0260546
vehicle_breakdown,Bellary Road 1,High,0,High ground,0,0,0,26.02119336666667
vehicle_breakdown,Magadi Road,High,0,Magadi Road,23,0,0,12.483802816666667
vehicle_breakdown,Mysore Road,High,0,Ashok Nagar,20,2,0,50.35936076666667
vehicle_breakdown,Non-corridor,Low,0,K.S. Layout,23,2,0,84.40798688333332
vehicle_breakdown,ORR East 1,High,0,HSR Layout,23,3,0,40.523691066666665
vehicle_breakdown,Non-corridor,Low,0,K.S. Layout,7,5,1,136.86012223333333
vehicle_breakdown,Bannerghata Road,High,0,Mico Layout,4,1,0,10.573012383333332
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,6,4,0,112.59205778333332
vehicle_breakdown,Non-corridor,Low,1,Banaswadi,6,1,0,6.640204833333333
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,1,0,0,67.97322405
vehicle_breakdown,ORR East 2,High,0,HAL Old Airport,3,2,0,33.80299288333333
others,Non-corridor,Low,0,Devanahalli Airport,23,2,0,41.368442566666666
vehicle_breakdown,Non-corridor,Low,0,Rajajinagar,7,1,1,13.687693916666666
accident,Non-corridor,Low,0,Vijayanagara,6,5,0,1.8313234166666668
vehicle_breakdown,Non-corridor,Low,0,Halasur,3,3,0,33.196245600000005
others,Mysore Road,High,0,Byatarayanapura,19,1,1,172.3003701833333
vehicle_breakdown,Non-corridor,Low,0,Sheshadripuram,2,5,0,158.45544278333332
others,Non-corridor,Low,0,K.R. Pura,18,4,1,15.193326466666669
vehicle_breakdown,ORR North 2,High,0,Yeshwanthpura,20,3,0,70.69381796666667
vehicle_breakdown,Non-corridor,Low,0,Whitefield,20,6,0,14.3899262
vehicle_breakdown,Non-corridor,Low,0,Pulikeshinagar(F.Town),22,5,0,50.02411501666666
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,0,1,0,75.34786806666666
vehicle_breakdown,Hosur Road,High,0,Electronic City,6,3,0,11.49699995
