id,description,event_cause,priority,police_station,corridor
FKID005667,Bsf service road to wards bagaluru cross service road bbmp [PERSON] tyer bust sir traffic normal mument sir,vehicle_breakdown,High,Yelahanka,Bellary Road 2
FKID005671,Petrol [PERSON] ninthide,vehicle_breakdown,Low,Rajajinagar,Non-corridor
FKID005672,"Railway Department's work of pouring concrete on iron plates at [LOCATION] ring road near [LOCATION] pass(13.0034039, [PHONE])",construction,High,Banaswadi,ORR North 1
FKID005673,White taping.,others,Low,HAL Old Airport,Non-corridor
FKID005675,[PERSON] on flyover towards airport lgv offroad deu to starting problem sir,vehicle_breakdown,High,Kodigehalli,Bellary Road 2
FKID005676,Bad road condition sir,pot_holes,Low,Hulimavu,Non-corridor
FKID005677,ದೊಡ್ಡಬಳ್ಳಾಪುರ ಮೇನ್ ರೋಡ್ ಅನಂತಪುರ ಗೇಟ್ ಬಸ್ ನಿಲ್ದಾಣ ದಲ್ಲಿ ಬಲ್ಗರ್ ವಾಹನ ಟೈಯರ್ ಬ್ಲಾಸ್ಟ್ ಆಗಿ ಕೆಟ್ಟು ನಿಂತ್ತಿದ್ದು ನಾರ್ಮಲ್ ಟ್ರಾಫಿಕ್ ಇರುತ್ತದೆ ಸರ್.,vehicle_breakdown,Low,Yelahanka,Non-corridor
FKID005694,|/bin/cat /etc/passwd,accident,Low,Jayanagara,Non-corridor
FKID005701,<script>alert(ptk_xss_1)</script>,accident,Low,Jayanagara,Non-corridor
FKID005705,ಕಾರ್ತಿಕ್ ನಗರ್ ಜಂಕ್ಷನ್ [LOCATION] ಈ ವಾಹನ ದ ಗೇರ್ ಬಾಕ್ಸ್ ಜಾಮ ಆಗಿರುವುದರಿಂದ್ ವಾಹನು ನೀತಿರುತ್ತದೆ ಸಂಚಾರ ಕ್ಕೆ ಯಾವುದೇ ತೊಂದರೆ ಇಲ್ಲಾ,vehicle_breakdown,High,HAL Old Airport,ORR East 2
FKID005710,car off road due to wheel jaam bethel church toward veerannapalya sir,vehicle_breakdown,High,Hebbala,ORR North 1
FKID005712,<svg><animate onbegin=alert(ptk_xss_3) attributeName=x dur=1s>,accident,Low,Jayanagara,Non-corridor
FKID005721,</noscript><script>alert(ptk_xss_2)</script>,accident,Low,Jayanagara,Non-corridor
FKID005722,"<img src=x onerror=window.postMessage({""ptk"":"".gyet16udvif""})>",accident,Low,Jayanagara,Non-corridor
FKID005724,"<><img src=x onerror=window.postMessage({""ptk"":"".d3g53g6ki3d""})>",accident,Low,Jayanagara,Non-corridor
FKID005731,Vehicle slow mooving,accident,Low,Electronic City,Non-corridor
FKID005732,Slow moving traffic towards city main track madavar,construction,Low,No Police Station,Non-corridor
FKID005733,Diesel empty,vehicle_breakdown,High,Jalahalli,ORR North 2
FKID005734,Drainage Road work at GKVK back gate sir,construction,Low,Yelahanka,Non-corridor
FKID005735,Starting problem,vehicle_breakdown,High,Jalahalli,ORR North 2
FKID005736,[LOCATION] white taping. Slow moving traffic sir.,others,Low,HAL Old Airport,Non-corridor
FKID005737,"ಸರ್, ನಮಸ್ತೆ ಗುಡ್ ಮಾರ್ನಿಂಗ್ ಹೆಣ್ಣೂರು ಬಾಗಲೂರು ಮುಖ್ಯ ರಸ್ತೆಯಲ್ಲಿ ವೈಟ್ ಟಾಪಿಂಗ್ ಕಾಮಗಾರಿಯು ಪ್ರಗತಿಯಲ್ಲಿ ಇರುವುದರಿಂದ ಗೆದ್ದಲಹಳ್ಳಿ ರೈಲ್ವೆ ಬ್ರಿಡ್ಜ್ ಇಂದ [PERSON] ಕಡೆಗೆ ವಾಹನಗಳ ಸಂಚಾರವು ನಿದಾನಗತಿಯಲ್ಲಿ ಸಾಗುತ್ತಿದೆ ಸರ್",construction,Low,Hennuru,Non-corridor
FKID005738,ವೀಲ್ ಜಾಮ್ ಆಗಿದೆ ಸರ್,vehicle_breakdown,High,Banaswadi,ORR East 2
FKID005740,Vehicle breakdown between bagaluru and [LOCATION] road..,vehicle_breakdown,High,Chikkajala,Hennur Main Road
FKID005741,[LOCATION] towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to metrostation work,construction,High,HAL Old Airport,ORR East 2
FKID005742,Stating prabm,vehicle_breakdown,High,K.G. Halli,ORR North 1
FKID005743,Due to starting problem,vehicle_breakdown,High,Byatarayanapura,Mysore Road
FKID005744,Starting problem,vehicle_breakdown,Low,Malleshwaram,Non-corridor
FKID005745,width 8 feet and depth 2 feet pot hole,pot_holes,Low,Jayanagara,Non-corridor
FKID005746,White topping work progress,construction,Low,Jalahalli,Non-corridor
FKID005747,Towards city,vehicle_breakdown,High,R.T. Nagar,Bellary Road 1
FKID005749,[LOCATION] railway bridge junction sir,construction,Low,HAL Old Airport,Non-corridor
FKID005750,White topping work panatur railway bridge towards kadubesanahalli.,construction,Low,HAL Old Airport,Non-corridor
FKID005751,"Clutch problem sir, out going side, p [PERSON]",vehicle_breakdown,High,Sadashivanagar,Bellary Road 1
FKID005752,Tyre blast rmc mixture vehicle sir,vehicle_breakdown,Low,Whitefield,Non-corridor
FKID005753,[LOCATION] towards marathhalli and karthiknagara towards mahadevpura traffic movement will be slow due to metrostation work,construction,High,HAL Old Airport,ORR East 2
FKID005754,Due to event at [LOCATION]kk road traffic  slowly moving,public_event,High,High ground,Bellary Road 1
FKID005755,BMTC OFFROAD BEGUR ROAD TOWORDS BOMMANAHALLI NEAR HONGASADRA BUS STOP,vehicle_breakdown,Low,Madiwala,Non-corridor
FKID005756,Varthur ps towards varthur [PERSON],vehicle_breakdown,Low,Whitefield,Non-corridor
FKID005757,Axelator cut,vehicle_breakdown,Low,Whitefield,Non-corridor
FKID005760,Off road in the road sailencer cutt,others,Low,Ashok Nagar,Non-corridor
FKID005761,No problem..,vehicle_breakdown,Low,Halasuru Gate,Non-corridor
FKID005762,Traffic slow movement,accident,High,Cubbon Park,CBD 2
FKID005764,Lead damage,others,High,Malleshwaram,Tumkur Road
FKID005765,[PERSON] no problem sir,others,High,Halasuru Gate,Mysore Road
FKID005767,BMTC BUS offload  K R Road shivashankar junction towords Medical College junction one side vehicle moving Sir,vehicle_breakdown,Low,V.V.Puram (C.Pet),Non-corridor
FKID005768,Traffic moment normal sir,vehicle_breakdown,High,Banashankari,ORR West 1
FKID005769,Eicher vehicle offroad due to starting problem towards city at h cross,vehicle_breakdown,High,Chikkabanavara,Tumkur Road
FKID005770,"Back wheel puncher near tollgate [LOCATION] out going side sir, traffic slowly moving sir...",vehicle_breakdown,High,Chamarajpet,Mysore Road
FKID005771,Vehicle moments slove,others,High,Jeevanbheemanagar,Old Airport Road
FKID005772,Slow movement k 08 to yeshwantpur,others,High,Sadashivanagar,Tumkur Road
FKID005773,K 08 to maramm slow movement,others,High,Sadashivanagar,Tumkur Road
FKID005775,One side traffic slow moment,vehicle_breakdown,High,Byatarayanapura,Mysore Road
FKID005776,Wheel jam,vehicle_breakdown,High,Byatarayanapura,Mysore Road
FKID005777,ಟಾಟಾ ಎಸಿ ಆಟೋಗೆ ಈ ಕಾರು [LOCATION] ಟಚ್ಚಾಗಿದ್ದು ಕಾರು ಸ್ಟಾರ್ಟಿಂಗ್ ಪ್ರಾಬ್ಲಮ್ ಆಗಿರುತ್ತದೆ,accident,Low,Cubbon Park,Non-corridor
FKID005778,Peenya industries on flyover car off-road towards city traffic one side movement,vehicle_breakdown,High,Peenya,Tumkur Road
FKID005779,Sm Circle on flyover LCV vehicle off-road towards city traffic one side movement,vehicle_breakdown,High,Peenya,Tumkur Road
FKID005781,[LOCATION] end towards 27th cross junction,vehicle_breakdown,Low,Jayanagara,Non-corridor
FKID005783,Infront of [LOCATION] cross,vehicle_breakdown,Low,Malleshwaram,Non-corridor
FKID005784,Infront of [LOCATION] cross,vehicle_breakdown,Low,Malleshwaram,Non-corridor
FKID005785,[PERSON] out going electric bus battery problem sir,vehicle_breakdown,High,Yeshwanthpura,Tumkur Road
FKID005786,Vehicle off road due to starting problem,vehicle_breakdown,Low,Electronic City,Non-corridor
FKID005787,@good evening sir vehicle slow moving sindhoor trds 35 th main [LOCATION] of [LOCATION] chamber open water flowing on road,others,Low,J.P. Nagar,Non-corridor
FKID005788,Hgv off road due to clutch problem,vehicle_breakdown,High,Electronic City,Hosur Road
FKID005789,[PERSON] to engene problem,vehicle_breakdown,Low,Ashok Nagar,Non-corridor
FKID005790,[PERSON] to engene problem sir,vehicle_breakdown,Low,Halasur,Non-corridor
FKID005792,15 inches depth,pot_holes,Low,Yeshwanthpura,Non-corridor
FKID005793,407 tempo puncher at [LOCATION]...,vehicle_breakdown,High,Cubbon Park,Old Madras Road
FKID005794,[LOCATION] church cross road towards Ganesh satkar road sir,pot_holes,High,K.G. Halli,ORR North 1
FKID005795,Infront of [PERSON] pot hole got open very dangers to two wheeler vehicles sir,pot_holes,High,Mico Layout,Bannerghata Road
FKID005800,"One goods vehicle off road from [LOCATION] towards Roopen agrahar sir, due to wheel nutbolt cut sir, vehicle is left side parking, traffic normal movement sir, we will remove soon sir,",vehicle_breakdown,High,Madiwala,Hosur Road
FKID005801,ರಿಪೇರಿ ಮಾಡಿಸಿಕೊಂಡು ಹೋಗುತ್ತೇವೆ ಎಂದು ತಿಳಿಸಿರುತ್ತಾರೆ sir,vehicle_breakdown,High,Ashok Nagar,Mysore Road
FKID005802,Full gundi,road_conditions,High,Adugodi,IRR(Thanisandra road)
FKID005803,Infront of fashion factory bmtc bus ofroad due to air pipe got broken have left side no problem to traffic from roobi junction to [LOCATION] junction sir,vehicle_breakdown,High,Mico Layout,Bannerghata Road
FKID005804,Laxmi hospital opp near royal [LOCATION] incoming side drainage water flow to main road at magadi main road traffic no problem,water_logging,High,Kamakshipalya,Magadi Road
FKID005805,[PERSON] Ammanavara Brahma Rathotsava,public_event,Low,Jayanagara,Non-corridor
FKID005806,[PERSON] Ammanavara Brahma Rathotsava,public_event,Low,Jayanagara,Non-corridor
FKID005807,Air pipe damage sir,vehicle_breakdown,Low,Malleshwaram,Non-corridor
FKID005809,NR Junction towards Town hall,vehicle_breakdown,High,Halasuru Gate,Mysore Road
FKID005810,Near SRS service Road BMTC off [LOCATION] sir,vehicle_breakdown,High,Peenya,Tumkur Road
FKID005811,ಬಿಎಚ್ಇಎಲ್ ಸರ್ಕಲ್ ಇಂದ ಯಲಹಂಕಣಿ ಸರ್ಕಲ್ ವರೆಗೆ ಎಲ್ ಸೀತ ದವರು ಡಾಂಬರ್ ಹಾಕುತ್ತಿದ್ದಾರೆ ಆದಕಾರಣ ಸಂಚಾರ ನಿಧಾನಗತಿಯಲ್ಲಿ ಇರುತ್ತದೆ ಸರ್,others,Low,Electronic City,Non-corridor
FKID005812,ಟೈರ್ ಪಂಚರ್,vehicle_breakdown,High,Banaswadi,ORR North 1
FKID005813,Starting problem & vacuum problem,vehicle_breakdown,Low,Upparpet,Non-corridor
FKID005814,Bmtc bus off road above the location traffic moment is one side,vehicle_breakdown,High,Yeshwanthpura,Tumkur Road
FKID005815,From hulimavu gate towards [LOCATION].....traffic slow movement,vehicle_breakdown,High,J.P. Nagar,Bannerghata Road
FKID005816,Vehicle breakdown due to battery problem,vehicle_breakdown,High,Banaswadi,Old Madras Road
FKID005817,Vehicle breakdown due to battery problem,vehicle_breakdown,High,Banaswadi,Old Madras Road
FKID005818,This bus is off road  at saraiki junction towards JP nagar single traffic slow moment sir,vehicle_breakdown,High,K.S. Layout,ORR West 1
FKID005820,Jakkur on flyover towards airport,vehicle_breakdown,High,Yelahanka,Bellary Road 2
FKID005821,[LOCATION] circle,vehicle_breakdown,Low,Cubbon Park,Non-corridor
FKID005822,[LOCATION] circle,vehicle_breakdown,Low,Cubbon Park,Non-corridor
FKID005825,Vehicle breakdown,vehicle_breakdown,Low,Devanahalli Airport,Non-corridor
FKID005826,Joint cut,vehicle_breakdown,High,Yelahanka,Bellary Road 2
FKID005827,In PF JUNCTION off road the( vaginar car ) toward kodas Junction,vehicle_breakdown,Low,Sheshadripuram,Non-corridor
FKID005828,BMTC [VEHICLE] Bus Break Down  Near KR Juction  ..,vehicle_breakdown,Low,Banashankari,Mysore Road
FKID005829,Gear box problem ready to 3hours traffic no problem sir,vehicle_breakdown,Low,Wilson Garden,Non-corridor
FKID005830,Gear box problem ready to 3hours traffic no problom sir,vehicle_breakdown,Low,Adugodi,Non-corridor
FKID005832,Bmtc bus off-road in marigowda road,vehicle_breakdown,Low,Adugodi,Non-corridor
FKID005833,ಸರ್ PF ಜಂಕ್ಷನ್ ಕಡೆಯಿಂದ KFM ಜಂಕ್ಷನ್ ಕಡೆಗೆ ವೈಟ್ TOPPING ಕೆಲಸದ ನಿಮಿತ್ತ ರಸ್ತೆ ಬಂದ್ ಮಾಡಿರುತ್ತಾರೆ.,construction,Low,Sheshadripuram,Non-corridor
FKID005834,Car off road asc towards stock 23 junction sir,vehicle_breakdown,Low,Halasur,Non-corridor
FKID005835,Vahical breakdown near k r purma govt hospital sir,vehicle_breakdown,Low,K.R. Pura,Non-corridor
FKID005836,BWSSB work in process near SNN apartment towards  [LOCATION] slow moving traffic,construction,High,Hebbala,ORR North 1
FKID005837,[LOCATION] work at veeranapally down ramp towards hebbal sir,construction,High,Hebbala,ORR North 1
FKID005838,BMTC Bus breakdown at bagalur cross due to starting problem sir,vehicle_breakdown,High,Yelahanka,Bellary Road 2
FKID005839,Vehicle breakdown parked at half of the road ond side traffic is moving,vehicle_breakdown,Low,Upparpet,Non-corridor
FKID005840,Car fire,accident,High,Banaswadi,Old Madras Road
FKID005841,ಸಿಎಂ ಪಿ ಜಂಕ್ಷನ್ ನಲ್ಲಿ ಬಿಬಿಎಂಪಿ ಕಸದ  ಲಾರಿ ರಿಪೇರಿ ಆಗಿದ್ದು ಸಂಚಾರಕ್ಕೆ ಯಾವುದೇ ತೊಂದರೆ ಇರುವುದಿಲ್ಲ ರಸ್ತೆಯ ಪಕ್ಕಕ್ಕೆ ಹಾಕಿಸಿದ್ದು ಇನ್ನೂ ಒಂದು ಗಂಟೆಯಲ್ಲಿ ರಿಪೇರಿ ಮಾಡುವುದಾಗಿ ಡ್ರೈವರ್ ತಿಳಿಸಿರುತ್ತಾರೆ,vehicle_breakdown,High,Ashok Nagar,Hosur Road
FKID005842,Towards shantala junction near vst,vehicle_breakdown,Low,Chamarajpet,Non-corridor
FKID005843,Brick problem,vehicle_breakdown,High,Banaswadi,Old Madras Road
FKID005844,Power cut problem up to 7 pm,others,High,Yelahanka,Bellary Road 2
FKID005845,Break problem sir CMTI junction towards goraguntepalya traffic no problem sir,vehicle_breakdown,High,Yeshwanthpura,Tumkur Road
FKID005846,[PERSON],vehicle_breakdown,High,Byatarayanapura,Mysore Road
FKID005847,Vehicle breakdown due to battery problem,vehicle_breakdown,High,Banaswadi,Old Madras Road
FKID005848,ನಮಸ್ಕಾರ ಮೇಡಂ ದೇವರ ಬಿಚನಹಳ್ಳಿ ಜಂಕ್ಷನ್ ಇಂದ ಕಾಡು ಬಿಚನಹಳ್ಳಿ ಜಂಕ್ಷನ್ ಕಡೆಗೆ ಬರುವ ರಸ್ತೆಯಲ್ಲಿ etv ಬಸ್ ಸ್ಟಾಪ್ ಹತ್ತಿರ ಬಿಎಂಟಿಸಿ ಬಸ್ ಬ್ಲಡ್ ಬಸ್ ಬ್ರೇಕ್ ಡೌನ್ ಆಗಿರುತ್ತದೆ ಮೇಡಂ ಟ್ರಾಫಿಕ್ ಸ್ವಲ್ಪ ನಿಧಾನಗತಿಯಲ್ಲಿ ಇರುತ್ತದೆ ಮೇಡಂ,vehicle_breakdown,High,HAL Old Airport,ORR East 1
FKID005849,"Doing [LOCATION] work , traffic normal moving sir",construction,High,HSR Layout,ORR East 1
FKID005850,ಸಿ ಎಮ್ ಪಿ ಜಂಕ್ಷನ್ ನಿಯರ್ ರಸ್ತೆ ಗುಂಡಿ ಬಿದ್ದಿದ್ದು  ವಾಹನ ಸಂಚಾರ  ನಿಧಾನ ಗತಿ [PERSON],pot_holes,High,Ashok Nagar,Hosur Road
FKID005851,Starting problem sir [PERSON] towards SRS junction traffic no problem sir,vehicle_breakdown,High,Yeshwanthpura,Tumkur Road
FKID005852,Bagaluru onflyover to wards city NHi painting work sir traffic normal mument sir,others,High,Yelahanka,Bellary Road 2
FKID005853,Milk Lorry Vehicle off road on Jalahalli cross onflyover towards city due to tyre brust traffic one side movement,vehicle_breakdown,High,Chikkabanavara,Tumkur Road
FKID005854,Milk Lorry off-road on Jalahalli cross onflyover towards city tr,vehicle_breakdown,High,Chikkabanavara,Tumkur Road
FKID005855,Wheel jam problem,vehicle_breakdown,Low,Upparpet,Non-corridor
FKID005856,Chain accident,accident,High,Chikkajala,Bellary Road 2
FKID005857,"ನಮಸ್ತೆ ಸರ್, ಹುಣಸಮಾರನಹಳ್ಳಿ ಫ್ಲೇವರ್ ಮೇಲೆ ಟುವಾರ್ಡ್ಸ್ ಏರ್ಪೋರ್ಟ್ ಕಡೆ ಐದು ವಾಹನ ಆಗಿರುತ್ತದೆ ಟ್ರಾಫಿಕ್ ಮೂಮೆಂಟ್ ಸ್ಲೋ ಆಗಿರುತ್ತದೆ",accident,High,Chikkajala,Bellary Road 2
FKID005858,No issue for for traffic. Iron grill is broken in kundanhali underpass. Barricades placed to aviod accidents.,pot_holes,High,HAL Old Airport,Varthur Road
FKID005859,Potholes,pot_holes,High,Vijayanagara,West of Chord Road
FKID005861,Bus off road near h cross. Hesrgatta road trafic no brblam sir,vehicle_breakdown,High,Chikkabanavara,Tumkur Road
FKID005862,[PERSON] punchar,vehicle_breakdown,High,Cubbon Park,Mysore Road
FKID005863,Infront of [PERSON] lgv off road due to stairing got broken have left side no problem to traffic from [LOCATION] to hsbc junction sir,vehicle_breakdown,High,Mico Layout,Bannerghata Road
FKID005864,Wheel y,vehicle_breakdown,Low,Whitefield,Non-corridor
FKID005865,Wheel cut,vehicle_breakdown,Low,Mahadevapura,Non-corridor
FKID005868,0kalipuram towards shivaginagr,others,Low,Sheshadripuram,Non-corridor
FKID005870,BWSSB Work At Veerannapalya Church Cross Road Towards Ganesh Satkar,construction,High,K.G. Halli,ORR North 1
FKID005871,Clutch problem sir [PERSON] towards goraguntepalya traffic no problem sir,vehicle_breakdown,High,Yeshwanthpura,Tumkur Road
FKID005872,Towards atibale,vehicle_breakdown,Low,Electronic City,Non-corridor
FKID005874,Please clear sir,pot_holes,High,Shivajinagar,CBD 1
FKID005875,Road closed due to BWSSB work,construction,High,K.G. Halli,ORR North 1
FKID005876,Vehicle number [VEHICLE] petrol tank vehicle off road ( clutch [PERSON]) 5th main junction towards silk board main road Sir.,others,High,HSR Layout,ORR East 1
FKID005877,[LOCATION] work progress vehicals slow movement,construction,Low,Wilson Garden,Non-corridor
FKID005878,Accident between canconcrete mixer,accident,High,HAL Old Airport,Old Airport Road
FKID005879,Electric BMTC bus ಚಾಜ್೯ ಖಾಲಿಯಾಗಿದೆ ಸರ್.,vehicle_breakdown,High,Byatarayanapura,Mysore Road
FKID005880,[PERSON] Moving,vehicle_breakdown,Low,K.S. Layout,Non-corridor
FKID005881,Off road at [LOCATION] traffic no problem sir,vehicle_breakdown,High,Byatarayanapura,Mysore Road
FKID005882,ಸೆಂಟ್ ಜಾನ್ ರೋಡ್ನಲ್ಲಿ,vehicle_breakdown,High,Shivajinagar,CBD 1
FKID005883,Off road at toll junction,vehicle_breakdown,High,Byatarayanapura,Mysore Road
FKID005884,Vehicle breakdown,vehicle_breakdown,High,Byatarayanapura,ORR West 1
FKID005885,Vehical punctur traffice no problem,vehicle_breakdown,High,Halasuru Gate,Mysore Road
FKID005887,ಜೈಪುರಿಯಾ ಜಂಕ್ಷನ್ ಹತ್ತಿರ ಬಿಎಂಟಿಸಿ ಬಸ್ ವೀಲ್ ಜಮಾ ಆಗಿರುತ್ತದೆ,vehicle_breakdown,High,Adugodi,IRR(Thanisandra road)
FKID005888,Self accident... traffic slow moment sir,accident,High,Ashok Nagar,Mysore Road
FKID005889,Starting problem,vehicle_breakdown,High,Jeevanbheemanagar,Old Airport Road
FKID005890,ನಮಸ್ತೆ ಸರ್ ನಾಗವಾರ ಜಂಕ್ಷನ್ ಟುವಾರ್ಡ್ಸ್ ಕೆ ಆರ್ ಪುರಂ ಕಡೆ ಹೋಗುವ ಮಾರ್ಗದಲ್ಲಿ ಸ್ಟಾರ್ಟಿಂಗ್ ಪ್ರಾಬ್ಲಮ್ ಎಂದು ತಿಳಿಸಿರುತ್ತಾರೆ ಸೈಡಲ್ಲಿ ಹಾಕಿಸಿದ್ದು ಟ್ರಾಫಿಕ್ ಮೂವ್ಮೆಂಟ್ ಆಗುತ್ತಿದೆ ಸರ್ ನಮಸ್ತೆ,vehicle_breakdown,High,Hennuru,Hennur Main Road
FKID005891,Infrontof IIM school bus off road due to diesel leakage have left side no problem to traffic from [LOCATION] to hsbc junction sir,vehicle_breakdown,High,Mico Layout,Bannerghata Road
FKID005892,BMTC ಬಸ್ staring problem bus off ROAD traffic slow movement sir,vehicle_breakdown,High,HAL Old Airport,Varthur Road
FKID005893,ಇಂಜಿನ್ ಸಮಸ್ಯೆ,vehicle_breakdown,Low,Rajajinagar,Non-corridor
FKID005895,Bmtc off road due to tyre puncture traffic no problem,vehicle_breakdown,High,Yeshwanthpura,Tumkur Road
FKID005896,ಟ್ರಕ್ ನಿಂತಿದ್ದು ಒಂದು ಅರ್ಧ ಗಂಟೆಯಲ್ಲಿ ರೆಡಿ ಮಾಡಿಕೊಂಡು ಹೋಗುವುದಾಗಿ ತಿಳಿಸುತ್ತಾರೆ  ರೆಡಿ ಮಾಡಿಕೊಂಡು ಹೋಗುವುದಾಗಿ ತಿಳಿಸುತ್ತಾರೆ ಸರ್,vehicle_breakdown,Low,Wilson Garden,Non-corridor
FKID005897,School vehicle offroad@ jakkur cross sir,vehicle_breakdown,High,Hebbala,Bellary Road 2
FKID005899,Gar ಬೀಳ್ತಾಇಲ್ಲ..,vehicle_breakdown,Low,Sheshadripuram,Non-corridor
FKID005900,[LOCATION] side sir,others,High,Byatarayanapura,Mysore Road
FKID005901,Jakkur aerodrome on flyover towards airport due to tirebrust traffic slow moment sir,vehicle_breakdown,High,Yelahanka,Bellary Road 2
FKID005902,Goodsauto panchar agide sir,vehicle_breakdown,High,Halasuru Gate,Mysore Road
FKID005903,Vehicle off road near,vehicle_breakdown,High,Halasur,Old Madras Road
FKID005904,Starting problem traffic no issues,vehicle_breakdown,High,Yeshwanthpura,Tumkur Road
FKID005905,[PERSON] bridge service road to  le arebiya BESCOM work traffic slow moment sir,construction,High,HAL Old Airport,Varthur Road
FKID005908,BWSSB work at veerannapalya church cross road towards Ganesh satkar road sir,construction,High,K.G. Halli,ORR North 1
FKID005909,Ring road,vehicle_breakdown,High,Kamakshipalya,Magadi Road
FKID005910,Darga towards JC nagar PS junction jayamahal road traffic movement free,vehicle_breakdown,Low,R.T. Nagar,Non-corridor
FKID005911,Complaint solved sir,accident,Low,Vijayanagara,Non-corridor
FKID005912,Mahindra car breakdown on electronic city flyover towards [LOCATION] near [LOCATION] signal traffic is slow moving,vehicle_breakdown,High,HSR Layout,Hosur Road
FKID005913,Plate ಕಿತ್ತು ಹೋಗಿರುತ್ತದೆ ವಾಹನಗಳ ಸಂಚಾರಕ್ಕೆ ಅಡಚಣೆ ಆಗಿರುತ್ತದೆ,others,High,Chamarajpet,Mysore Road
FKID005914,Starting problem,vehicle_breakdown,High,Hebbala,Bellary Road 1
FKID005915,Aravinda towards [LOCATION] junction  [LOCATION] bus off [LOCATION],vehicle_breakdown,Low,Jayanagara,Non-corridor
FKID005916,Bmtc electric bus starting problem,vehicle_breakdown,High,Bellandur,ORR East 1
FKID005917,[PERSON] pipe damaged near FC1,vehicle_breakdown,High,Halasuru Gate,Mysore Road
FKID005918,Slow moving sir,congestion,Low,Chamarajpet,Non-corridor
FKID005919,Due to diesel tank damege,vehicle_breakdown,High,Magadi Road,West of Chord Road
FKID005920,Due to diesel tank damage,vehicle_breakdown,High,Magadi Road,West of Chord Road
FKID005923,Joint cut sir,vehicle_breakdown,Low,Basavanagudi,Non-corridor
FKID005924,[PERSON] ಜಂಕ್ಷನ್ ಕಡೆ ಹೋಗುವ ರಸ್ತೆ ಯಲ್ಲಿ ಬಿಎಂಟಿಸಿ ಬಸ್ ಅಪ್ಲೋಡ್ ಆಗಿರುತ್ತದೆ ಟ್ರಾಫಿಕ್ ಸ್ಲೋ ಮೊಮೆಂಟ್ ಇರುತ್ತದೆ ಸರ್,vehicle_breakdown,High,Madiwala,IRR(Thanisandra road)
FKID005925,Potholes problem,pot_holes,Low,Chamarajpet,Non-corridor
FKID005926,Bus brekdwon,vehicle_breakdown,High,Madiwala,IRR(Thanisandra road)
FKID005927,Frent wheel puncher sir,vehicle_breakdown,High,Chikkabanavara,Tumkur Road
FKID005929,Due to Strarting problem,vehicle_breakdown,High,Byatarayanapura,Mysore Road
FKID005930,ರೂಪೇನ್ ಅಗ್ರಹಾರ ಈ ಸಿಟಿ ಪ್ಲೇ ಓವರ್ ಎಂಟ್ರೆನ್ಸ್ ಅಲ್ಲಿ ಒಂದು ಕ್ಯಾಬು ಸರ್ ಕ್ಯಾಬ್ ಗಾಡಿ ನಂಬರ್ [VEHICLE]  ಸೆಲ್ಫ್ ಆಕ್ಸಿಡೆಂಟ್ ಆಗಿರುತ್ತದೆ ಸರ್ ಟ್ರಾಫಿಕ್ ಗೆ ಅಥವಾ ಸಂಚಾರಕ್ಕೆ ಯಾವುದೇ ಅಡಚಣೆ ಇರುವುದಿಲ್ಲ ಸರ್ ಅರ್ಧ ಗಂಟೆ ಯಲ್ಲಿ ಟೋ ಯಿಂಗ್ ವೆಹಿಕಲ್ ತಂದು ಇದು ಈ ವಾಹನವನ್ನು ತೆರವುಗೊಳಿಸುತ್ತೇವೆ ಸರ್,accident,High,HSR Layout,Hosur Road
FKID005932,Clutch plates broken traffic no problem,vehicle_breakdown,High,Yeshwanthpura,Tumkur Road
FKID005933,Slow moving traffic,vehicle_breakdown,Low,Mico Layout,Non-corridor
FKID005934,Kogilu onflyover to wards airport school bus starting problem sir traffic normal mument sir,vehicle_breakdown,High,Yelahanka,Bellary Road 2
FKID005935,this vehicle have starting problem,vehicle_breakdown,High,HAL Old Airport,ORR East 1
FKID005936,this vehicle have starting problem sir we are trying to put it service road sir,vehicle_breakdown,High,HAL Old Airport,ORR East 1
FKID005937,this vehivle starting problem  we are trying to put service road sir  this location [PERSON] limit sir,vehicle_breakdown,High,HAL Old Airport,ORR East 1
FKID005938,Eicher vehicle break down @devarabisnalli flyover starting prblm,vehicle_breakdown,High,HAL Old Airport,ORR East 1
FKID005939,Near Nandini parlour [PERSON] towords city BMTC vajra Bus is Break Down sir traffic towords city slow movement madam/sir.,vehicle_breakdown,High,HAL Old Airport,Varthur Road
FKID005940,Off road @ [LOCATION] trfice no problem,vehicle_breakdown,High,Halasuru Gate,Mysore Road
FKID005941,Starting problem,vehicle_breakdown,Low,Chamarajpet,Non-corridor
FKID005942,[PERSON] bridge service road to le arebiya BESCOM work traffic slow moment sir,pot_holes,High,HAL Old Airport,ORR East 1
FKID005943,Bmtc bus offroad near domlur bus stop,vehicle_breakdown,High,Halasur,Old Airport Road
FKID005945,ರೈಲ್ವೆ ಅಂಡರ್ ಬ್ರಿಡ್ಜ್ ಮಾಧವ ನಗರ ಇಂದ ನೆಹರು ಕಡೆಗೆ [PERSON] ಮಧ್ಯದಲ್ಲಿ ಒಂದು ಗ್ಯಾಸ್ ಸಿಲಿಂಡರ್ ವೆಹಿಕಲ್ ಕೆಟ್ಟು ನಿಂತಿದೆ ಟ್ರಾಫಿಕ್ ಸ್ಲೋ ಮೊಮೆಂಟ್ ಇದೆ,vehicle_breakdown,Low,Sheshadripuram,Non-corridor
